Specimen properties : Specimen label,"sample2"
Specimen properties : Diameter,"0.34300",mm
Specimen properties : Length,"13.08000",mm
Test : Rate 1,"5.00000",mm/min
Test : Start of hold value,"0.05000",mm/mm
Test : Delta,"180.00000",s

Extension,Load,Tensile stress,Time,PIP count,Tenacity,Tensile extension,Tensile strain (Extension)
"0.25854","0.25081","2.71439","3.10000","0.00000","0.25081","0.25854","0.01977"
"0.26708","0.27630","2.99018","3.20000","0.00000","0.27630","0.26708","0.02042"
"0.27542","0.28746","3.11098","3.30000","0.00000","0.28746","0.27542","0.02106"
"0.28354","0.31062","3.36163","3.40000","0.00000","0.31062","0.28354","0.02168"
"0.29187","0.32262","3.49149","3.50000","0.00000","0.32262","0.29187","0.02231"
"0.30021","0.34426","3.72575","3.60000","0.00000","0.34426","0.30021","0.02295"
"0.30875","0.35872","3.88217","3.70000","0.00000","0.35872","0.30875","0.02360"
"0.31708","0.38358","4.15125","3.80000","0.00000","0.38358","0.31708","0.02424"
"0.32521","0.39568","4.28217","3.90000","0.00000","0.39568","0.32521","0.02486"
"0.33333","0.41382","4.47851","4.00000","0.00000","0.41382","0.33333","0.02548"
"0.34167","0.44058","4.76811","4.10000","0.00000","0.44058","0.34167","0.02612"
"0.35021","0.45976","4.97568","4.20000","0.00000","0.45976","0.35021","0.02677"
"0.35854","0.47424","5.13236","4.30000","0.00000","0.47424","0.35854","0.02741"
"0.36667","0.49925","5.40307","4.40000","0.00000","0.49925","0.36667","0.02803"
"0.37479","0.51498","5.57331","4.50000","0.00000","0.51498","0.37479","0.02865"
"0.38333","0.53979","5.84184","4.60000","0.00000","0.53979","0.38333","0.02931"
"0.39208","0.57517","6.22472","4.70000","0.00000","0.57517","0.39208","0.02998"
"0.40042","0.60023","6.49588","4.80000","0.00000","0.60023","0.40042","0.03061"
"0.40854","0.62084","6.71892","4.90000","0.00000","0.62084","0.40854","0.03123"
"0.41646","0.64170","6.94470","5.00000","0.00000","0.64170","0.41646","0.03184"
"0.42500","0.67505","7.30568","5.10000","0.00000","0.67505","0.42500","0.03249"
"0.43375","0.70436","7.62288","5.20000","0.00000","0.70436","0.43375","0.03316"
"0.44208","0.73343","7.93741","5.30000","0.00000","0.73343","0.44208","0.03380"
"0.45042","0.75323","8.15176","5.40000","0.00000","0.75323","0.45042","0.03444"
"0.45875","0.78391","8.48371","5.50000","0.00000","0.78391","0.45875","0.03507"
"0.46708","0.81773","8.84982","5.60000","0.00000","0.81773","0.46708","0.03571"
"0.47542","0.84939","9.19237","5.70000","0.00000","0.84939","0.47542","0.03635"
"0.48354","0.87205","9.43764","5.80000","0.00000","0.87205","0.48354","0.03697"
"0.49187","0.89219","9.65556","5.90000","0.00000","0.89219","0.49187","0.03761"
"0.50000","0.92279","9.98675","6.00000","0.00000","0.92279","0.50000","0.03823"
"0.50854","0.95892","10.37775","6.10000","0.00000","0.95892","0.50854","0.03888"
"0.51708","0.98449","10.65447","6.20000","0.00000","0.98449","0.51708","0.03953"
"0.52542","1.01232","10.95571","6.30000","0.00000","1.01232","0.52542","0.04017"
"0.53354","1.04420","11.30075","6.40000","0.00000","1.04420","0.53354","0.04079"
"0.54187","1.07845","11.67138","6.50000","0.00000","1.07845","0.54187","0.04143"
"0.55021","1.10563","11.96551","6.60000","0.00000","1.10563","0.55021","0.04206"
"0.55875","1.13576","12.29158","6.70000","0.00000","1.13576","0.55875","0.04272"
"0.56687","1.15845","12.53721","6.80000","0.00000","1.15845","0.56687","0.04334"
"0.57500","1.19179","12.89797","6.90000","0.00000","1.19179","0.57500","0.04396"
"0.58354","1.23001","13.31159","7.00000","0.00000","1.23001","0.58354","0.04461"
"0.59187","1.25728","13.60677","7.10000","0.00000","1.25728","0.59187","0.04525"
"0.60021","1.27653","13.81503","7.20000","0.00000","1.27653","0.60021","0.04589"
"0.60854","1.31060","14.18376","7.30000","0.00000","1.31060","0.60854","0.04652"
"0.61667","1.33829","14.48350","7.40000","0.00000","1.33829","0.61667","0.04715"
"0.62521","1.36485","14.77085","7.50000","0.00000","1.36485","0.62521","0.04780"
"0.63354","1.39098","15.05367","7.60000","0.00000","1.39098","0.63354","0.04844"
"0.64187","1.42178","15.38698","7.70000","0.00000","1.42178","0.64187","0.04907"
"0.65021","1.44867","15.67806","7.80000","0.00000","1.44867","0.65021","0.04971"
"0.65417","1.46518","15.85666","7.85000","0.00000","1.46518","0.65417","0.05001"
"0.65437","1.46669","15.87309","7.85200","0.00000","1.46669","0.65437","0.05003"
"0.65667","1.46737","15.88038","7.95200","0.00000","1.46737","0.65667","0.05020"
"0.65667","1.43161","15.49343","8.05200","0.00000","1.43161","0.65667","0.05020"
"0.65667","1.40307","15.18452","8.15200","0.00000","1.40307","0.65667","0.05020"
"0.65667","1.38830","15.02472","8.25200","0.00000","1.38830","0.65667","0.05020"
"0.65667","1.36189","14.73888","8.35200","0.00000","1.36189","0.65667","0.05020"
"0.65667","1.35747","14.69108","8.45200","0.00000","1.35747","0.65667","0.05020"
"0.65667","1.34699","14.57762","8.55200","0.00000","1.34699","0.65667","0.05020"
"0.65667","1.33172","14.41240","8.65200","0.00000","1.33172","0.65667","0.05020"
"0.65604","1.31935","14.27853","8.75200","0.00000","1.31935","0.65604","0.05016"
"0.65604","1.31210","14.20004","8.85200","0.00000","1.31210","0.65604","0.05016"
"0.65604","1.29540","14.01923","8.95200","0.00000","1.29540","0.65604","0.05016"
"0.65604","1.29521","14.01717","9.05200","0.00000","1.29521","0.65604","0.05016"
"0.65583","1.28497","13.90644","9.15200","0.00000","1.28497","0.65583","0.05014"
"0.65583","1.27683","13.81834","9.25200","0.00000","1.27683","0.65583","0.05014"
"0.65562","1.27062","13.75107","9.35200","0.00000","1.27062","0.65562","0.05012"
"0.65542","1.25552","13.58771","9.45200","0.00000","1.25552","0.65542","0.05011"
"0.65521","1.25858","13.62084","9.55200","0.00000","1.25858","0.65521","0.05009"
"0.65521","1.25205","13.55013","9.65200","0.00000","1.25205","0.65521","0.05009"
"0.65500","1.24741","13.49995","9.75200","0.00000","1.24741","0.65500","0.05008"
"0.65479","1.23737","13.39128","9.85200","0.00000","1.23737","0.65479","0.05006"
"0.65479","1.23305","13.34451","9.95200","0.00000","1.23305","0.65479","0.05006"
"0.65458","1.23594","13.37576","10.05200","0.00000","1.23594","0.65458","0.05004"
"0.65458","1.23214","13.33465","10.15200","0.00000","1.23214","0.65458","0.05004"
"0.65458","1.21390","13.13731","10.25200","0.00000","1.21390","0.65458","0.05004"
"0.65458","1.21518","13.15112","10.35200","0.00000","1.21518","0.65458","0.05004"
"0.65437","1.21472","13.14616","10.45200","0.00000","1.21472","0.65437","0.05003"
"0.65437","1.20791","13.07245","10.55200","0.00000","1.20791","0.65437","0.05003"
"0.65437","1.20816","13.07512","10.65200","0.00000","1.20816","0.65437","0.05003"
"0.65437","1.18985","12.87698","10.75200","0.00000","1.18985","0.65437","0.05003"
"0.65437","1.18870","12.86456","10.85200","0.00000","1.18870","0.65437","0.05003"
"0.65437","1.19715","12.95601","10.95200","0.00000","1.19715","0.65437","0.05003"
"0.65437","1.18232","12.79550","11.05200","0.00000","1.18232","0.65437","0.05003"
"0.65437","1.19020","12.88080","11.15200","0.00000","1.19020","0.65437","0.05003"
"0.65437","1.18470","12.82128","11.25200","0.00000","1.18470","0.65437","0.05003"
"0.65437","1.18187","12.79063","11.35200","0.00000","1.18187","0.65437","0.05003"
"0.65437","1.17397","12.70515","11.45200","0.00000","1.17397","0.65437","0.05003"
"0.65437","1.16567","12.61531","11.55200","0.00000","1.16567","0.65437","0.05003"
"0.65437","1.16850","12.64591","11.65200","0.00000","1.16850","0.65437","0.05003"
"0.65437","1.16447","12.60227","11.75200","0.00000","1.16447","0.65437","0.05003"
"0.65437","1.16128","12.56776","11.85200","0.00000","1.16128","0.65437","0.05003"
"0.65437","1.16485","12.60638","11.95200","0.00000","1.16485","0.65437","0.05003"
"0.65437","1.15696","12.52104","12.05200","0.00000","1.15696","0.65437","0.05003"
"0.65437","1.15562","12.50648","12.15200","0.00000","1.15562","0.65437","0.05003"
"0.65437","1.15820","12.53450","12.25200","0.00000","1.15820","0.65437","0.05003"
"0.65437","1.15415","12.49062","12.35200","0.00000","1.15415","0.65437","0.05003"
"0.65437","1.15452","12.49459","12.45200","0.00000","1.15452","0.65437","0.05003"
"0.65437","1.14499","12.39153","12.55200","0.00000","1.14499","0.65437","0.05003"
"0.65437","1.14376","12.37822","12.65200","0.00000","1.14376","0.65437","0.05003"
"0.65437","1.14536","12.39550","12.75200","0.00000","1.14536","0.65437","0.05003"
"0.65437","1.14851","12.42962","12.85200","0.00000","1.14851","0.65437","0.05003"
"0.65437","1.13759","12.31139","12.95200","0.00000","1.13759","0.65437","0.05003"
"0.65437","1.13855","12.32181","13.05200","0.00000","1.13855","0.65437","0.05003"
"0.65437","1.14125","12.35101","13.15200","0.00000","1.14125","0.65437","0.05003"
"0.65437","1.14032","12.34099","13.25200","0.00000","1.14032","0.65437","0.05003"
"0.65437","1.13391","12.27157","13.35200","0.00000","1.13391","0.65437","0.05003"
"0.65437","1.13431","12.27586","13.45200","0.00000","1.13431","0.65437","0.05003"
"0.65437","1.13331","12.26507","13.55200","0.00000","1.13331","0.65437","0.05003"
"0.65437","1.12629","12.18916","13.65200","0.00000","1.12629","0.65437","0.05003"
"0.65437","1.13201","12.25106","13.75200","0.00000","1.13201","0.65437","0.05003"
"0.65437","1.12108","12.13278","13.85200","0.00000","1.12108","0.65437","0.05003"
"0.65437","1.11681","12.08655","13.95200","0.00000","1.11681","0.65437","0.05003"
"0.65437","1.11932","12.11365","14.05200","0.00000","1.11932","0.65437","0.05003"
"0.65437","1.11907","12.11098","14.15200","0.00000","1.11907","0.65437","0.05003"
"0.65437","1.11202","12.03465","14.25200","0.00000","1.11202","0.65437","0.05003"
"0.65437","1.11495","12.06643","14.35200","0.00000","1.11495","0.65437","0.05003"
"0.65437","1.10817","11.99305","14.45200","0.00000","1.10817","0.65437","0.05003"
"0.65437","1.11523","12.06940","14.55200","0.00000","1.11523","0.65437","0.05003"
"0.65437","1.10852","11.99677","14.65200","0.00000","1.10852","0.65437","0.05003"
"0.65437","1.10972","12.00974","14.75200","0.00000","1.10972","0.65437","0.05003"
"0.65437","1.10459","11.95424","14.85200","0.00000","1.10459","0.65437","0.05003"
"0.65437","1.11163","12.03050","14.95200","0.00000","1.11163","0.65437","0.05003"
"0.65437","1.10300","11.93705","15.05200","0.00000","1.10300","0.65437","0.05003"
"0.65437","1.09792","11.88204","15.15200","0.00000","1.09792","0.65437","0.05003"
"0.65437","1.09673","11.86921","15.25200","0.00000","1.09673","0.65437","0.05003"
"0.65437","1.09312","11.83016","15.35200","0.00000","1.09312","0.65437","0.05003"
"0.65437","1.09575","11.85855","15.45200","0.00000","1.09575","0.65437","0.05003"
"0.65437","1.09242","11.82253","15.55200","0.00000","1.09242","0.65437","0.05003"
"0.65437","1.09081","11.80515","15.65200","0.00000","1.09081","0.65437","0.05003"
"0.65437","1.09310","11.82996","15.75200","0.00000","1.09310","0.65437","0.05003"
"0.65437","1.09284","11.82715","15.85200","0.00000","1.09284","0.65437","0.05003"
"0.65437","1.08888","11.78426","15.95200","0.00000","1.08888","0.65437","0.05003"
"0.65437","1.08016","11.68983","16.05200","0.00000","1.08016","0.65437","0.05003"
"0.65437","1.08785","11.77309","16.15200","0.00000","1.08785","0.65437","0.05003"
"0.65437","1.09120","11.80934","16.25200","0.00000","1.09120","0.65437","0.05003"
"0.65437","1.08307","11.72138","16.35200","0.00000","1.08307","0.65437","0.05003"
"0.65437","1.08882","11.78365","16.45200","0.00000","1.08882","0.65437","0.05003"
"0.65437","1.08288","11.71933","16.55200","0.00000","1.08288","0.65437","0.05003"
"0.65437","1.08401","11.73156","16.65200","0.00000","1.08401","0.65437","0.05003"
"0.65437","1.07713","11.65714","16.75200","0.00000","1.07713","0.65437","0.05003"
"0.65437","1.07679","11.65336","16.85200","0.00000","1.07679","0.65437","0.05003"
"0.65437","1.07881","11.67526","16.95200","0.00000","1.07881","0.65437","0.05003"
"0.65437","1.08291","11.71968","17.05200","0.00000","1.08291","0.65437","0.05003"
"0.65437","1.08683","11.76205","17.15200","0.00000","1.08683","0.65437","0.05003"
"0.65437","1.07797","11.66619","17.25200","0.00000","1.07797","0.65437","0.05003"
"0.65437","1.07893","11.67661","17.35200","0.00000","1.07893","0.65437","0.05003"
"0.65437","1.07143","11.59537","17.45200","0.00000","1.07143","0.65437","0.05003"
"0.65437","1.07774","11.66370","17.55200","0.00000","1.07774","0.65437","0.05003"
"0.65437","1.07589","11.64366","17.65200","0.00000","1.07589","0.65437","0.05003"
"0.65437","1.07046","11.58495","17.75200","0.00000","1.07046","0.65437","0.05003"
"0.65437","1.07451","11.62876","17.85200","0.00000","1.07451","0.65437","0.05003"
"0.65437","1.06998","11.57975","17.95200","0.00000","1.06998","0.65437","0.05003"
"0.65437","1.07448","11.62845","18.05200","0.00000","1.07448","0.65437","0.05003"
"0.65437","1.06647","11.54176","18.15200","0.00000","1.06647","0.65437","0.05003"
"0.65437","1.06603","11.53695","18.25200","0.00000","1.06603","0.65437","0.05003"
"0.65437","1.06587","11.53517","18.35200","0.00000","1.06587","0.65437","0.05003"
"0.65437","1.06298","11.50390","18.45200","0.00000","1.06298","0.65437","0.05003"
"0.65437","1.06932","11.57258","18.55200","0.00000","1.06932","0.65437","0.05003"
"0.65437","1.06524","11.52837","18.65200","0.00000","1.06524","0.65437","0.05003"
"0.65437","1.06710","11.54853","18.75200","0.00000","1.06710","0.65437","0.05003"
"0.65437","1.06498","11.52564","18.85200","0.00000","1.06498","0.65437","0.05003"
"0.65437","1.05610","11.42944","18.95200","0.00000","1.05610","0.65437","0.05003"
"0.65437","1.06261","11.49995","19.05200","0.00000","1.06261","0.65437","0.05003"
"0.65437","1.05642","11.43297","19.15200","0.00000","1.05642","0.65437","0.05003"
"0.65437","1.05576","11.42583","19.25200","0.00000","1.05576","0.65437","0.05003"
"0.65437","1.05793","11.44930","19.35200","0.00000","1.05793","0.65437","0.05003"
"0.65437","1.05065","11.37052","19.45200","0.00000","1.05065","0.65437","0.05003"
"0.65437","1.06137","11.48655","19.55200","0.00000","1.06137","0.65437","0.05003"
"0.65437","1.05886","11.45934","19.65200","0.00000","1.05886","0.65437","0.05003"
"0.65437","1.05080","11.37210","19.75200","0.00000","1.05080","0.65437","0.05003"
"0.65437","1.05683","11.43737","19.85200","0.00000","1.05683","0.65437","0.05003"
"0.65437","1.04907","11.35337","19.95200","0.00000","1.04907","0.65437","0.05003"
"0.65437","1.05338","11.40000","20.05200","0.00000","1.05338","0.65437","0.05003"
"0.65437","1.05193","11.38442","20.15200","0.00000","1.05193","0.65437","0.05003"
"0.65437","1.04907","11.35343","20.25200","0.00000","1.04907","0.65437","0.05003"
"0.65437","1.04990","11.36237","20.35200","0.00000","1.04990","0.65437","0.05003"
"0.65437","1.04473","11.30643","20.45200","0.00000","1.04473","0.65437","0.05003"
"0.65437","1.05390","11.40571","20.55200","0.00000","1.05390","0.65437","0.05003"
"0.65437","1.04141","11.27050","20.65200","0.00000","1.04141","0.65437","0.05003"
"0.65437","1.04768","11.33840","20.75200","0.00000","1.04768","0.65437","0.05003"
"0.65437","1.04698","11.33074","20.85200","0.00000","1.04698","0.65437","0.05003"
"0.65437","1.04442","11.30304","20.95200","0.00000","1.04442","0.65437","0.05003"
"0.65437","1.04363","11.29449","21.05200","0.00000","1.04363","0.65437","0.05003"
"0.65437","1.04834","11.34551","21.15200","0.00000","1.04834","0.65437","0.05003"
"0.65437","1.04398","11.29828","21.25200","0.00000","1.04398","0.65437","0.05003"
"0.65437","1.04396","11.29815","21.35200","0.00000","1.04396","0.65437","0.05003"
"0.65437","1.03429","11.19341","21.45200","0.00000","1.03429","0.65437","0.05003"
"0.65437","1.04393","11.29778","21.55200","0.00000","1.04393","0.65437","0.05003"
"0.65437","1.04255","11.28283","21.65200","0.00000","1.04255","0.65437","0.05003"
"0.65437","1.03883","11.24262","21.75200","0.00000","1.03883","0.65437","0.05003"
"0.65437","1.03491","11.20014","21.85200","0.00000","1.03491","0.65437","0.05003"
"0.65437","1.03394","11.18965","21.95200","0.00000","1.03394","0.65437","0.05003"
"0.65437","1.04384","11.29681","22.05200","0.00000","1.04384","0.65437","0.05003"
"0.65437","1.03945","11.24930","22.15200","0.00000","1.03945","0.65437","0.05003"
"0.65437","1.03754","11.22864","22.25200","0.00000","1.03754","0.65437","0.05003"
"0.65437","1.03436","11.19425","22.35200","0.00000","1.03436","0.65437","0.05003"
"0.65437","1.03028","11.15009","22.45200","0.00000","1.03028","0.65437","0.05003"
"0.65437","1.03546","11.20617","22.55200","0.00000","1.03546","0.65437","0.05003"
"0.65437","1.03197","11.16833","22.65200","0.00000","1.03197","0.65437","0.05003"
"0.65437","1.03416","11.19207","22.75200","0.00000","1.03416","0.65437","0.05003"
"0.65437","1.03367","11.18680","22.85200","0.00000","1.03367","0.65437","0.05003"
"0.65437","1.01996","11.03840","22.95200","0.00000","1.01996","0.65437","0.05003"
"0.65437","1.03090","11.15673","23.05200","0.00000","1.03090","0.65437","0.05003"
"0.65437","1.02922","11.13856","23.15200","0.00000","1.02922","0.65437","0.05003"
"0.65437","1.03020","11.14918","23.25200","0.00000","1.03020","0.65437","0.05003"
"0.65437","1.03041","11.15151","23.35200","0.00000","1.03041","0.65437","0.05003"
"0.65437","1.02857","11.13159","23.45200","0.00000","1.02857","0.65437","0.05003"
"0.65437","1.02299","11.07116","23.55200","0.00000","1.02299","0.65437","0.05003"
"0.65437","1.02293","11.07052","23.65200","0.00000","1.02293","0.65437","0.05003"
"0.65437","1.01938","11.03209","23.75200","0.00000","1.01938","0.65437","0.05003"
"0.65437","1.03054","11.15288","23.85200","0.00000","1.03054","0.65437","0.05003"
"0.65437","1.02939","11.14039","23.95200","0.00000","1.02939","0.65437","0.05003"
"0.65437","1.02133","11.05315","24.05200","0.00000","1.02133","0.65437","0.05003"
"0.65437","1.02464","11.08902","24.15200","0.00000","1.02464","0.65437","0.05003"
"0.65437","1.02408","11.08293","24.25200","0.00000","1.02408","0.65437","0.05003"
"0.65437","1.02533","11.09647","24.35200","0.00000","1.02533","0.65437","0.05003"
"0.65437","1.01548","10.98994","24.45200","0.00000","1.01548","0.65437","0.05003"
"0.65437","1.02292","11.07040","24.55200","0.00000","1.02292","0.65437","0.05003"
"0.65437","1.02054","11.04467","24.65200","0.00000","1.02054","0.65437","0.05003"
"0.65437","1.01833","11.02072","24.75200","0.00000","1.01833","0.65437","0.05003"
"0.65437","1.01645","11.00040","24.85200","0.00000","1.01645","0.65437","0.05003"
"0.65437","1.01822","11.01958","24.95200","0.00000","1.01822","0.65437","0.05003"
"0.65437","1.01742","11.01088","25.05200","0.00000","1.01742","0.65437","0.05003"
"0.65437","1.01670","11.00305","25.15200","0.00000","1.01670","0.65437","0.05003"
"0.65437","1.01643","11.00017","25.25200","0.00000","1.01643","0.65437","0.05003"
"0.65437","1.01398","10.97370","25.35200","0.00000","1.01398","0.65437","0.05003"
"0.65437","1.01009","10.93152","25.45200","0.00000","1.01009","0.65437","0.05003"
"0.65437","1.01968","11.03531","25.55200","0.00000","1.01968","0.65437","0.05003"
"0.65437","1.01229","10.95533","25.65200","0.00000","1.01229","0.65437","0.05003"
"0.65437","1.01746","11.01133","25.75200","0.00000","1.01746","0.65437","0.05003"
"0.65437","1.01616","10.99720","25.85200","0.00000","1.01616","0.65437","0.05003"
"0.65437","1.01786","11.01569","25.95200","0.00000","1.01786","0.65437","0.05003"
"0.65437","1.01559","10.99106","26.05200","0.00000","1.01559","0.65437","0.05003"
"0.65437","1.01055","10.93658","26.15200","0.00000","1.01055","0.65437","0.05003"
"0.65437","1.01658","11.00177","26.25200","0.00000","1.01658","0.65437","0.05003"
"0.65437","1.00801","10.90909","26.35200","0.00000","1.00801","0.65437","0.05003"
"0.65437","1.01082","10.93950","26.45200","0.00000","1.01082","0.65437","0.05003"
"0.65437","1.01425","10.97655","26.55200","0.00000","1.01425","0.65437","0.05003"
"0.65437","1.01312","10.96440","26.65200","0.00000","1.01312","0.65437","0.05003"
"0.65437","1.01419","10.97592","26.75200","0.00000","1.01419","0.65437","0.05003"
"0.65437","1.00908","10.92061","26.85200","0.00000","1.00908","0.65437","0.05003"
"0.65437","1.00415","10.86729","26.95200","0.00000","1.00415","0.65437","0.05003"
"0.65437","1.01654","11.00131","27.05200","0.00000","1.01654","0.65437","0.05003"
"0.65437","1.00971","10.92748","27.15200","0.00000","1.00971","0.65437","0.05003"
"0.65437","1.00934","10.92347","27.25200","0.00000","1.00934","0.65437","0.05003"
"0.65437","1.00170","10.84079","27.35200","0.00000","1.00170","0.65437","0.05003"
"0.65437","1.00489","10.87530","27.45200","0.00000","1.00489","0.65437","0.05003"
"0.65437","1.00559","10.88285","27.55200","0.00000","1.00559","0.65437","0.05003"
"0.65437","1.00638","10.89140","27.65200","0.00000","1.00638","0.65437","0.05003"
"0.65437","1.00362","10.86159","27.75200","0.00000","1.00362","0.65437","0.05003"
"0.65437","1.00530","10.87974","27.85200","0.00000","1.00530","0.65437","0.05003"
"0.65437","1.00755","10.90403","27.95200","0.00000","1.00755","0.65437","0.05003"
"0.65437","1.00406","10.86625","28.05200","0.00000","1.00406","0.65437","0.05003"
"0.65437","1.00222","10.84637","28.15200","0.00000","1.00222","0.65437","0.05003"
"0.65437","0.99538","10.77238","28.25200","0.00000","0.99538","0.65437","0.05003"
"0.65437","1.00254","10.84990","28.35200","0.00000","1.00254","0.65437","0.05003"
"0.65437","1.00620","10.88946","28.45200","0.00000","1.00620","0.65437","0.05003"
"0.65437","0.99521","10.77049","28.55200","0.00000","0.99521","0.65437","0.05003"
"0.65437","0.99780","10.79851","28.65200","0.00000","0.99780","0.65437","0.05003"
"0.65437","0.99986","10.82082","28.75200","0.00000","0.99986","0.65437","0.05003"
"0.65437","0.99640","10.78342","28.85200","0.00000","0.99640","0.65437","0.05003"
"0.65437","1.00089","10.83196","28.95200","0.00000","1.00089","0.65437","0.05003"
"0.65437","0.99720","10.79207","29.05200","0.00000","0.99720","0.65437","0.05003"
"0.65437","0.99519","10.77028","29.15200","0.00000","0.99519","0.65437","0.05003"
"0.65437","0.99563","10.77502","29.25200","0.00000","0.99563","0.65437","0.05003"
"0.65437","0.99757","10.79605","29.35200","0.00000","0.99757","0.65437","0.05003"
"0.65437","0.99811","10.80188","29.45200","0.00000","0.99811","0.65437","0.05003"
"0.65437","0.99514","10.76972","29.55200","0.00000","0.99514","0.65437","0.05003"
"0.65437","1.00304","10.85529","29.65200","0.00000","1.00304","0.65437","0.05003"
"0.65437","0.99097","10.72462","29.75200","0.00000","0.99097","0.65437","0.05003"
"0.65437","0.99272","10.74357","29.85200","0.00000","0.99272","0.65437","0.05003"
"0.65437","0.99250","10.74117","29.95200","0.00000","0.99250","0.65437","0.05003"
"0.65437","0.99009","10.71515","30.05200","0.00000","0.99009","0.65437","0.05003"
"0.65437","0.99756","10.79599","30.15200","0.00000","0.99756","0.65437","0.05003"
"0.65437","0.99060","10.72059","30.25200","0.00000","0.99060","0.65437","0.05003"
"0.65437","0.99159","10.73131","30.35200","0.00000","0.99159","0.65437","0.05003"
"0.65437","0.99123","10.72748","30.45200","0.00000","0.99123","0.65437","0.05003"
"0.65437","0.99154","10.73084","30.55200","0.00000","0.99154","0.65437","0.05003"
"0.65437","0.98909","10.70424","30.65200","0.00000","0.98909","0.65437","0.05003"
"0.65437","0.98494","10.65935","30.75200","0.00000","0.98494","0.65437","0.05003"
"0.65437","0.98476","10.65738","30.85200","0.00000","0.98476","0.65437","0.05003"
"0.65417","0.99753","10.79566","30.95200","0.00000","0.99753","0.65417","0.05001"
"0.65417","0.99382","10.75548","31.05200","0.00000","0.99382","0.65417","0.05001"
"0.65417","0.98102","10.61691","31.15200","0.00000","0.98102","0.65417","0.05001"
"0.65417","0.98129","10.61989","31.25200","0.00000","0.98129","0.65417","0.05001"
"0.65417","0.98457","10.65533","31.35200","0.00000","0.98457","0.65417","0.05001"
"0.65417","0.98867","10.69973","31.45200","0.00000","0.98867","0.65417","0.05001"
"0.65417","0.97982","10.60394","31.55200","0.00000","0.97982","0.65417","0.05001"
"0.65417","0.98046","10.61091","31.65200","0.00000","0.98046","0.65417","0.05001"
"0.65417","0.97658","10.56894","31.75200","0.00000","0.97658","0.65417","0.05001"
"0.65417","0.98665","10.67790","31.85200","0.00000","0.98665","0.65417","0.05001"
"0.65417","0.97512","10.55315","31.95200","0.00000","0.97512","0.65417","0.05001"
"0.65417","0.98446","10.65419","32.05200","0.00000","0.98446","0.65417","0.05001"
"0.65417","0.97763","10.58027","32.15200","0.00000","0.97763","0.65417","0.05001"
